latitude,longitude,vibe
11.492989665484805,79.30878720404837,forest
11.40514761922908,78.30448019846159,forest
11.421285795716061,78.52948138300776,forest
11.110043260496864,78.2322689641496,forest
11.729156925044068,79.35203603415825,forest
11.90546029965793,79.28025868333994,forest
9.315621094165165,76.59013345563191,forest
10.742320435685787,79.30335607833064,forest
11.483622964267354,79.7722078883598,forest
11.839326054063529,79.62891667231082,forest
11.954612816169469,79.04508779123972,forest
11.110561556250424,78.47688600876018,forest
10.727379682989278,79.29918718019535,forest
10.99335787825742,79.21672614072067,forest
11.95943120454821,79.0630904105218,forest
11.995310016815884,78.5217310500381,forest
11.603352475570263,79.6411941536776,forest
12.839190565624085,79.1813221996109,forest
21.948028727719276,89.17117211765964,forest
12.739701552004227,79.2991166009386,forest
11.683759411682841,78.80759757048799,forest
9.30938282582269,76.61440874075213,forest
11.70509325703597,79.52304328487214,forest
12.196025212080567,78.32350994379938,forest
10.788238739285564,79.08481328911164,forest
11.531575072725222,79.0817057134318,forest
11.991551318416741,78.53552737622593,forest
11.857263986359056,78.99263613230606,forest
11.72578455358976,78.8736499069566,forest
11.756681389711376,78.7468218848956,forest
11.743923859223404,78.8652867088652,forest
12.334012492509267,79.13815077490982,forest
12.018035958856725,79.36237808189,forest
12.255125308805063,78.41734653119843,forest
12.32087700926954,79.13644075994203,forest
12.429677247546355,78.94756372232175,forest
11.14398304143214,79.82578181327766,forest
12.310361406742118,78.75090723167106,forest
11.619712894563888,79.64897541317343,forest
11.690568500797655,78.83248621963432,forest
11.541631447820363,79.4724587805101,forest
12.31824246003853,79.14417069331196,forest
12.94885850057474,79.59094648663923,forest
12.000206419437905,79.20753384548443,forest
11.604749981250158,77.61762129478828,forest
12.328374791020568,78.53994885215559,forest
11.03669534106536,78.7452435915024,forest
12.003756311153184,79.11399404343224,forest
23.882246864444053,85.23857142439638,hill-town
24.52048600397524,86.1108408526635,hill-town
24.154191707861255,85.45240967117078,hill-town
23.63587281782378,86.34211275808484,hill-town
22.951575700987494,86.35041190647851,hill-town
23.91698995088092,85.64487690005957,hill-town
23.918293397950514,85.68275665679872,hill-town
23.33160096177906,86.0012219487094,hill-town
23.55469293698298,85.33894552799319,hill-town
23.481930021813035,86.79167497194514,hill-town
14.347492068948739,75.75480112469268,hill-town
24.109854925263534,86.08354437652207,hill-town
24.341501715041627,85.05456206513027,hill-town
23.21721415247231,86.18663392944481,hill-town
23.602877975623244,85.8072902402831,hill-town
23.740273555387315,85.05046979883478,hill-town
23.97891107000282,85.58231390941778,hill-town
24.01945135707262,85.29455235573218,hill-town
23.60140993625777,86.315422954101,hill-town
23.600350046532412,85.93418217303928,hill-town
24.370725718036912,86.1603325669012,hill-town
24.14192358726251,85.46083117730858,hill-town
24.809837805976752,93.95134032422285,hill-town
23.6925178907158,86.02896108444382,hill-town
23.949545651334113,84.83581189712206,hill-town
23.537135451886893,86.06265641316567,hill-town
24.80834925381661,93.93285478036779,hill-town
24.80118982745946,93.94433801052138,hill-town
23.59472427696214,85.81214314420227,hill-town
23.395093860808604,84.90183359390701,hill-town
24.188869789855794,85.86070887797703,hill-town
23.9901667219481,85.5308943512915,hill-town
23.701471079383357,85.85769178406458,hill-town
23.936999784550622,85.93364513929059,hill-town
23.340582911731875,84.7119010558634,hill-town
24.644680045130706,85.36274892556126,hill-town
23.29496686276705,85.86419810778551,hill-town
30.32221732624247,78.03863523907152,hill-town
23.24280305512372,86.19761792893196,hill-town
23.28312274967665,84.69701363753875,hill-town
23.23237384640421,86.60642185973155,hill-town
24.50309729510534,84.28528719488537,hill-town
23.518719812242917,85.11461259786356,hill-town
24.82859095375369,93.92717843130913,hill-town
24.028607859902284,85.29113568272523,hill-town
24.819097198722588,93.9509420047617,hill-town
23.227456871903282,86.18408944122676,hill-town
30.31299336492098,78.02482416948158,hill-town
23.71934982172249,84.89968784126202,hill-town
24.624959595326033,85.00535486794664,hill-town
24.016501520487644,85.40166091794114,hill-town
24.703280716828495,86.03055414894882,hill-town
23.372587763795163,84.88556576318076,hill-town
24.151114988577195,85.47972236147956,hill-town
23.963379637045186,84.85883963901173,hill-town
22.85369040626143,86.19316452136698,hill-town
23.134568163393627,86.022351949177,hill-town
23.61993379705434,85.30035173785195,hill-town
23.119989400886556,86.02525692605992,hill-town
14.348475552758524,75.7648078651995,hill-town
24.63498437618046,84.99594142667074,hill-town
23.36056915760618,86.3049001824279,hill-town
23.938475209854822,85.9222101110388,hill-town
23.67156475447603,85.85757295378102,hill-town
24.075363253436425,85.76895352415394,hill-town
23.65453661893576,86.89480989503596,hill-town
24.65791321560263,85.3605717875141,hill-town
30.30610389834306,78.02518769230323,hill-town
24.143325865296095,85.67479732832763,hill-town
23.622888180270387,85.81054252736655,hill-town
22.84705764859274,86.19602766041123,hill-town
24.1899288849199,84.35603727561914,hill-town
24.34252871105277,85.53706375462461,hill-town
24.23459431321086,85.25217526219505,hill-town
24.11916665237556,85.11846484446473,hill-town
24.210058070873227,85.73966520218859,hill-town
23.65132032759635,86.89929890644419,hill-town
23.690906227684405,86.21658945009364,hill-town
24.19170778555415,85.8200021758944,hill-town
23.55263278142826,86.03708173855487,hill-town
23.380936292895292,85.91490336735673,hill-town
23.025088869966034,85.46206845723049,hill-town
23.612179057152055,85.80744175546846,hill-town
23.6907135214272,85.28040862293417,hill-town
24.205350090495365,85.83482362967383,hill-town
22.844877510121844,86.19632170030744,hill-town
24.343897393882532,86.15715196152641,hill-town
24.820245362118293,93.93443382370107,hill-town
15.304689023813648,75.71238762496152,hill-town
24.069826796432448,85.76106382997698,hill-town
24.813735804359286,93.93978551926726,hill-town
22.965364649855967,86.36475691631408,hill-town
23.352760116930003,86.31826719429522,hill-town
13.95139779229906,75.57222700998746,hill-town
24.822844219915275,93.94507720094819,hill-town
24.157108657338338,85.44559036671347,hill-town
23.757094960369017,86.12788381700545,hill-town
23.492701208522334,86.43584473448831,hill-town
23.652156739192087,86.90134784051658,hill-town
30.328240354804862,78.0474922245466,hill-town
24.81321269817261,93.9402703025405,hill-town
23.941316302578816,85.93052603243835,hill-town
24.805665680047554,93.91889871665504,hill-town
24.00425528646551,85.50847678289665,hill-town
24.515391017894938,84.29743552490208,hill-town
23.96558038714431,86.64054235425795,hill-town
23.927766874960096,85.23597961443576,hill-town
22.953426751740015,85.89320620853493,hill-town
23.543885060576567,85.33577585124344,hill-town
23.903830986323857,85.25362294002043,hill-town
23.126605823195522,86.0646624739646,hill-town
30.329967376777322,78.03770553707902,hill-town
23.672839917198907,86.02963627077422,hill-town
23.727247568529513,84.9079353799687,hill-town
23.532747162010356,85.36653361808175,hill-town
24.0173486870358,86.27652932717031,hill-town
23.468931324245993,86.46776654972066,hill-town
24.01103568127861,85.2864901720807,hill-town
23.127427212604378,86.04879218172906,hill-town
24.201990390219674,84.3491198310187,hill-town
23.756293639000393,85.08186063470345,hill-town
24.517926111625425,86.11049378129354,hill-town
24.64722216573374,85.35640927589093,hill-town
25.596693921106272,91.8851066404064,hill-town
24.34659736713971,86.17804156773441,hill-town
24.52550887579882,86.12293145741283,hill-town
24.010593214607727,85.52377885664959,hill-town
23.720494668501935,86.12488461228521,hill-town
24.29000665702346,85.83277709508624,hill-town
24.345628456627207,85.06980687841555,hill-town
24.289980872755134,86.71840406582537,hill-town
23.65328404065358,86.93442697163216,hill-town
23.89544378185995,85.21835729136214,hill-town
24.147538206776183,85.45853219575821,hill-town
24.35273148663944,85.05418379760005,hill-town
24.619202631070003,86.2847536129105,hill-town
23.631182822617216,86.33150973072581,hill-town
23.375678615984228,85.91546392975769,hill-town
23.448133543851554,85.69715547688588,hill-town
24.328717467520065,86.17147796505384,hill-town
24.13930771779364,85.80842769783952,hill-town
23.77263703602933,85.7001747715456,hill-town
23.15078762769293,86.06254836999126,hill-town
23.637140350118184,85.30573089790511,hill-town
23.56417374852336,85.40007571555154,hill-town
23.531804569839334,85.66576057416219,hill-town
23.98914270073971,85.48786690779873,hill-town
23.565273318902896,85.38606235866946,hill-town
24.4205339364049,85.41779274110093,hill-town
24.5233899687656,86.12398105558607,hill-town
24.82051830547531,93.93952806061358,hill-town
23.80057036177087,85.655836401299,hill-town
24.70581723551269,86.05359781808122,hill-town
23.1432327846772,86.02948744278241,hill-town
23.684773066165633,85.86174778545288,hill-town
23.77006952773847,86.1363621572614,hill-town
23.785186711717046,85.63351127116756,hill-town
22.93273177223502,84.8117566842676,hill-town
24.022628961171517,85.56364955831295,hill-town
23.574574075019953,85.92953495340038,hill-town
23.24088150074936,86.60038435123526,hill-town
30.295826590458052,78.03826908925497,hill-town
24.344028275145256,85.53719947505463,hill-town
30.31701805827431,78.03579239968433,hill-town
30.315586238929566,78.04674180155382,hill-town
23.484306669255858,85.68651098184026,hill-town
23.31243843580736,84.71787609628785,hill-town
23.538456700894574,86.0494483275026,hill-town
23.578077443951702,85.40161761881814,hill-town
23.25843761209698,84.79118228010861,hill-town
23.592638073785828,86.32671451345958,hill-town
23.798476632687112,85.6921896871855,hill-town
23.28998633622263,84.69969785096741,hill-town
24.349025841530505,85.51672499012456,hill-town
24.059601856257235,85.87922093702107,hill-town
23.775476471361795,85.69443390624409,hill-town
23.657093563259178,86.91715867422087,hill-town
23.007534484680974,85.47068870283255,hill-town
24.826774710079704,93.93755578633267,hill-town
23.545050839919238,86.04403201035348,hill-town
15.336116870565005,75.7158557700246,hill-town
24.344302940448955,86.56406080428681,hill-town
13.929712109649337,75.57572812050745,hill-town
14.344156807029401,75.75651028202377,hill-town
23.816711537956877,86.34178924817829,hill-town
23.24010821247493,84.8041806020336,hill-town
30.318939164961854,78.04030989271057,hill-town
24.819668249575386,93.94400529160903,hill-town
26.718883363555946,88.39433393911438,hill-town
23.134754027372338,86.00816305899824,hill-town
23.505183059857906,85.1226893395475,hill-town
24.352266814149154,85.52730538464601,hill-town
23.025214540323567,85.47731193893512,hill-town
23.765297187298533,85.52035638665281,hill-town
24.26709126704908,86.72687273902454,hill-town
23.007608411828965,85.47568331969282,hill-town
24.20963045368293,85.21609478865705,hill-town
30.32667165357436,78.02783552959899,hill-town
22.940722034386845,84.82584173479957,hill-town
24.826463097439316,93.91519801341194,hill-town
24.213982043876612,85.74792925178177,hill-town
24.369333114348667,85.21197742274727,hill-town
24.504354948458886,84.29903684979067,hill-town
23.25468248190727,84.7958179994089,hill-town
23.35454987412382,84.7405112977696,hill-town
24.17254775949765,85.67998800026297,hill-town
23.265112547836427,85.84735642973948,hill-town
24.237471026579453,85.24287426650866,hill-town
24.827148961300086,93.95068264576508,hill-town
23.65122106234569,86.91055015194328,hill-town
23.379880606123418,85.91918326399521,hill-town
23.480417490203664,86.14223281265241,hill-town
22.863258404385796,86.17906465047494,hill-town
23.90927240759198,85.23894949230565,hill-town
23.14078817785149,86.0793640679443,hill-town
24.592078436502014,85.47411306027541,cultural
23.83745120850815,91.29414650111887,cultural
24.65383113609562,85.16252225489204,cultural
24.26939884306314,85.79269687383875,cultural
23.24564680608153,87.84184107995026,cultural
24.546182717161138,85.6146476546019,cultural
24.36780442420624,85.17123980624955,cultural
24.39932115643349,85.30742700935485,cultural
24.835978671168053,85.76370411074961,cultural
24.491202612905322,84.44844009385554,cultural
24.908049925451394,85.4526891936951,cultural
24.379632591603915,84.87365192403207,cultural
23.813917516048793,91.28118071132295,cultural
26.12394010747153,91.7359614575438,cultural
24.58420553004584,85.62526371565454,cultural
24.04732092665778,86.03341712959033,cultural
24.73704079559908,84.61685580181877,cultural
23.838761475308353,78.7430392434995,cultural
22.951918675683235,78.66547933498865,cultural
23.68115990192226,85.10316266671119,cultural
24.262780672473074,84.85572182476503,cultural
24.273793673734765,85.77573374914269,cultural
25.630789895510798,85.24438793188504,cultural
24.40450695918606,85.92656597646189,cultural
25.60851591294797,84.1375662288379,cultural
24.98425436387766,85.10103199278977,cultural
23.515822639964338,84.58326499675356,cultural
23.840438906129197,78.72089320584955,cultural
24.25393554562204,84.88336226312705,cultural
25.241521503703527,85.01874292359501,cultural
22.978383958494828,78.65613006194508,cultural
24.92783501211526,85.45054946897856,cultural
29.94109444764251,78.16317332995422,cultural
24.13255220283397,86.03573576994107,cultural
23.825565054939055,78.72363367344464,cultural
25.33914547339116,85.40768484124527,cultural
25.130135877446033,85.48014187661056,cultural
24.620824269895436,84.5505982552576,cultural
24.37585184160613,85.38503351214678,cultural
24.882258778749655,85.2162271303654,cultural
24.817917005895232,85.09902754393137,cultural
24.746109323626232,84.62671048300246,cultural
22.956148357618904,78.65142753923666,cultural
24.644367824797666,84.51252850714803,cultural
25.978706115578277,86.21347134789723,cultural
23.81268471278347,91.28991816186226,cultural
24.166692970499163,84.34490221018653,cultural
24.401573165132415,86.00805612741671,cultural
25.503553254251738,84.77163813417631,cultural
25.508492137095455,85.15692142694202,cultural
24.899176987634323,84.81452952981688,cultural
24.198773170261234,85.54355031781395,cultural
29.935655390087664,78.16168582176898,cultural
24.66305362303131,86.03370775040219,cultural
24.828796019261162,85.5085558432144,cultural
24.255508860292228,85.518590448029,cultural
26.149629486609488,91.74010326268917,cultural
20.948410772022847,85.11916133723396,cultural
24.67069056043257,86.03443027480161,cultural
20.955581753590604,85.09901653825871,cultural
25.414826963343717,85.73259036408058,cultural
24.87706894345488,85.0158943307561,cultural
25.055243828718844,85.57013805995031,cultural
23.842419568988674,91.28387203012329,cultural
24.7641048040242,86.01269845830755,cultural
23.260600499265458,87.84274010517181,cultural
24.709397420216675,84.50014774227267,cultural
24.709888617158295,84.93760797460465,cultural
24.717100117298425,84.92760513319791,cultural
23.829789809727107,78.73801948552241,cultural
24.926391467742455,85.43923358893205,cultural
24.12051828215115,86.02641032484793,cultural
24.77156450053612,85.30797843253812,cultural
24.744446069791124,84.62072940760063,cultural
25.11872615137315,85.34208754744398,cultural
24.504620819287034,84.49337956023857,cultural
24.73971280150731,84.61088789821639,cultural
24.262874072060217,85.51119999948153,cultural
25.077793704172564,85.16323751463605,cultural
24.272788053521083,85.52604941657533,cultural
23.67391245641443,87.69205206362956,cultural
24.39260266274317,85.31808662227432,cultural
24.13560325037385,84.84235010349379,cultural
25.41361152630389,86.71750557706687,cultural
23.255562679232195,87.84695908265805,cultural
24.252836142604586,84.86314515505381,cultural
25.155077306334604,85.63292011972742,cultural
25.399675550696255,85.71447677108523,cultural
24.502560448855153,84.46833308925241,cultural
24.865132707431684,85.21086663804755,cultural
29.960392634453935,78.17526025558739,cultural
23.25932839193477,87.82925588273487,cultural
24.839872484558942,85.79247718850209,cultural
24.081471545627988,85.72108816329795,cultural
24.112089760265626,85.20408899764935,cultural
24.66621435580791,86.02432711849731,cultural
25.258788095814744,85.80852645172958,cultural
24.9416881173018,84.79948125309238,cultural
24.620480341048765,85.67277001110226,cultural
23.508307081858952,84.58875076368061,cultural
25.093174950190292,85.33951035767585,cultural
24.776873365276874,85.16512858340366,cultural
24.94866411527446,85.51471799028752,cultural
24.96415574501151,85.29364557359152,cultural
24.176026772783445,85.17752679512341,cultural
24.509598118840152,85.5208061547259,cultural
24.347663510072667,85.3778192916755,cultural
24.72098723521598,85.83083147484452,cultural
24.13072897634771,85.18084640522417,cultural
24.39771268708019,85.30488443718976,cultural
25.484917495921756,84.76213625106523,cultural
24.627927511862126,84.50814885675408,cultural
24.649395346524447,85.15095977849133,cultural
25.49335165489429,84.76425645378326,cultural
25.151581707587475,85.39942352707097,cultural
24.269303698383126,85.77569757088098,cultural
24.065529261374635,85.72238625246207,cultural
25.604762823320684,84.14860255315986,cultural
24.16234200509697,84.36660544826651,cultural
24.26027947984181,84.87757516013647,cultural
25.495845896939134,85.15091534131761,cultural
24.475909866093478,85.5675668517785,cultural
24.775716117581865,85.33164244212689,cultural
24.30948544473154,85.164002793071,cultural
24.633997282161637,85.71022909921574,cultural
23.25554475966179,87.81712196086704,cultural
24.57917372128995,85.49659263021269,cultural
24.738177414729257,85.83414631758075,cultural
23.844641506793288,78.73261051346557,cultural
24.3533323925503,85.60064947442565,cultural
25.98254102812702,86.19472077874173,cultural
25.09654047845166,85.10297567641551,cultural
24.62961281065153,84.24809884916321,cultural
24.74259248327691,85.6458274847829,cultural
24.86949214421039,85.21462054029018,cultural
20.955478964173814,85.10026906986532,cultural
25.09768865250542,85.34802475728608,cultural
29.944590366339682,78.15494402649854,cultural
24.069391416685615,86.05497390583415,cultural
25.234334516364765,85.03984078914877,cultural
29.946723168198936,78.16410278856024,cultural
23.27013110509735,87.86038670902765,cultural
25.23837546636099,85.00559091237807,cultural
26.160704678424587,91.72676839614184,cultural
25.40269381217015,85.71588308303046,cultural
25.606446066080906,84.13013885057559,cultural
24.67446250356553,86.03111152975508,cultural
24.46737708868184,85.29246457436061,cultural
25.28088779719858,85.83154152389942,cultural
24.60121326233823,84.25945662746278,cultural
24.925104591846157,84.8044193428051,cultural
24.656050567320335,85.94607845064358,cultural
24.066162467103183,84.91228720923164,cultural
29.941083234370186,78.15781608281168,cultural
24.262220767341418,85.79784896449148,cultural
24.121955252894626,86.01343595823002,cultural
23.254129961193556,87.87084649003344,cultural
24.77850909573833,85.17002633902065,cultural
25.255698444702364,85.82039822638345,cultural
24.69403333442493,86.01789850965946,cultural
24.11264981725258,85.20254432170063,cultural
25.092019334252125,85.16582448109554,cultural
24.685827407708935,84.7992555702955,cultural
25.074421377349786,85.10933451012109,cultural
25.079192114033095,85.11981815511717,cultural
23.664964707469416,85.31023266552354,cultural
24.845970812667264,85.78261113150279,cultural
25.476391598732924,85.173939180623,cultural
24.921133368646007,85.440421172319,cultural
25.13809603413438,85.3997311920843,cultural
23.235737753236215,87.835603941594,cultural
24.39999763132345,85.99358410420831,cultural
24.1438708505281,85.10480128780974,cultural
25.134034569239372,85.63488027468847,cultural
23.837382534260183,91.285305824846,cultural
24.14306054586379,86.01627232051855,cultural
25.461491179620868,85.2463676306991,cultural
24.635258707834147,84.50619420138469,cultural
24.97572344337579,85.1159110202668,cultural
24.525157421938044,85.61191303303978,cultural
23.660191171370702,85.3191485568018,cultural
24.29121761982129,85.42296056077986,cultural
25.310391095994056,85.12735562123868,cultural
23.840850229450016,91.29549109702312,cultural
23.693504386995137,85.1136623288255,cultural
24.73625563780732,85.65825564279481,cultural
25.046999923695417,85.56429243732967,cultural
25.33247551354557,85.3886744953141,cultural
25.497604593952623,84.77395416433133,cultural
24.075405381199932,84.53186930723031,cultural
24.79919304163878,85.50015972693954,cultural
24.37223523154087,85.19311750044189,cultural
24.476305134865147,85.28763288498281,cultural
24.529370968327687,85.09184634680895,cultural
24.496411541494027,85.54162090995872,cultural
24.233471418269495,84.787898604134,cultural
23.85885150119494,78.72678265283749,cultural
24.945333609361796,84.80190021527416,cultural
24.389813132582717,85.31917424891645,cultural
23.737196389928382,85.03279656266031,cultural
24.399692124023066,85.16958787433641,cultural
23.842938508890466,78.72551711436343,cultural
29.953503789252593,78.16707657186727,cultural
24.619193628803007,84.2362176522371,cultural
24.081865321383198,85.7305913208172,cultural
24.942913064772153,85.48186821934185,cultural
25.502900888188414,84.76151423357867,cultural
24.287106163295114,85.16005610170876,cultural
27.60304859401981,78.06699126276949,heritage
25.298742538818995,82.96195733115638,heritage
25.44150292691711,81.85240529605635,heritage
24.590716976351256,73.69411238894044,heritage
24.08247368077936,77.16140203733683,heritage
23.816839894198914,77.90017254018714,heritage
24.627731148015656,77.39462098819898,heritage
24.583551193176245,73.68740959173444,heritage
23.351960972839315,77.50323760685298,heritage
24.57683313457703,73.68129016249483,heritage
27.591199942967958,78.04212776227638,heritage
23.984254198054074,77.06140156116706,heritage
24.3588500358499,77.08824686786492,heritage
23.567485807199777,77.28222738877221,heritage
24.01134649916003,77.84850971858495,heritage
29.312488167855836,76.08039936005514,heritage
31.628763624581627,74.87682438841193,heritage
12.300017640946374,76.62472264318811,heritage
27.172651191610893,78.39409455167642,heritage
22.30686094042709,70.79838279627164,heritage
23.332540686293928,77.53498493134792,heritage
26.2280230758742,78.18742891443485,heritage
25.4244583815123,81.84932554617863,heritage
25.426172082518484,81.83527838029903,heritage
22.83845748274772,76.75782284685123,heritage
23.535594679864825,77.98699939366921,heritage
24.25226393067193,76.88891011264666,heritage
12.30760097597181,76.64099804096367,heritage
24.356435906239675,76.60456086882716,heritage
23.605327657283638,76.99241665618824,heritage
23.739833583863163,76.96583289723851,heritage
24.58240546811545,73.7144402903067,heritage
24.581379247384373,77.4307211496754,heritage
26.92568381770961,75.7888536221577,heritage
26.23078633516209,78.17844474532703,heritage
15.850686903857829,74.49998178919175,heritage
23.78892864472241,76.98757667158056,heritage
23.631762668995037,77.00044656437125,heritage
15.303947341536382,75.7263147528995,heritage
25.31088869946155,82.98296066631599,heritage
27.16666367799957,77.9973533224075,heritage
23.81645032067087,76.47063977181766,heritage
24.43185960346644,77.8773979733137,heritage
26.913007747712204,75.798657696165,heritage
24.40948470908664,77.18642729980527,heritage
23.98602875274535,76.90149375475427,heritage
24.602539593661767,73.71418874706849,heritage
23.849217672167555,77.26758071467017,heritage
24.566841629123527,73.67884953198865,heritage
12.308188805619654,76.62705409516805,heritage
23.83545677923751,77.9011684256792,heritage
23.97835421079049,76.44777269166822,heritage
22.854497259604567,76.77820559610616,heritage
24.58046967812873,73.7104632671338,heritage
23.812136714717813,76.46660236066022,heritage
27.17059924591933,78.0089713532065,heritage
24.57424862619038,73.73198722207167,heritage
27.183036841278213,78.011199037686,heritage
23.16672018710431,77.10050380627605,heritage
23.860203490224627,77.39359563506352,heritage
24.137433457052744,77.25980609560096,heritage
25.43610557211379,81.84964852225424,heritage
24.278836972007408,76.37904696325552,heritage
23.72500185417042,77.13214333221087,heritage
23.43279801669073,77.37210656129743,heritage
23.79724849750297,76.99421690955657,heritage
24.0437840581917,77.82319153770884,heritage
27.574346943424384,78.05076128271754,heritage
26.90531271553071,75.77304905701125,heritage
12.30045890397547,76.62915420524698,heritage
23.56874923053248,77.29298334175225,heritage
23.337794645764244,76.73029628771853,heritage
27.609676834990967,78.05420948911721,heritage
23.196093016676624,77.3499835289693,heritage
27.18507710200001,78.01615199534041,heritage
27.196064716202912,77.99684962400207,heritage
23.56778347807275,77.3505516099847,heritage
26.217268704913973,78.19513360520455,heritage
23.894109390594878,77.19629123638032,heritage
24.414834701963642,77.86295661872259,heritage
23.7480117244034,78.20534070237504,heritage
25.436406293945762,81.83568491570044,heritage
23.457191300483395,76.8482771206541,heritage
23.825229279686404,77.91478753931591,heritage
23.75071285363039,76.98159175931458,heritage
25.450732735298626,78.5660189329224,heritage
29.06182277833577,76.0893219574963,heritage
24.71678019562513,76.55645470739397,heritage
24.2224171609586,77.09910789267752,heritage
25.439697153633002,81.85387573767323,heritage
24.120116192082275,77.28309039369358,heritage
25.44571960689762,81.83693983276933,heritage
23.473909552679025,76.84962764000096,heritage
26.91827628797726,75.79716132591494,heritage
22.864721690663675,77.57700850708268,heritage
23.808089489611053,77.40552241899607,heritage
23.802219609097474,77.0334182858141,heritage
15.84639339307538,74.48670018649197,heritage
23.433600132324184,78.10664577610959,heritage
23.550910577999872,77.19542109229096,heritage
24.64389729534592,77.41054460642324,heritage
25.321445549556607,82.98084397592739,heritage
23.400306244255,76.99656328059963,heritage
26.911235517571864,75.76515316815599,heritage
23.841118884787054,77.39396432761706,heritage
24.220475006466494,77.15435749663362,heritage
12.310031331442959,76.63834153999022,heritage
23.485264341435265,76.84698505026658,heritage
24.58570003090315,77.1786910576763,heritage
24.16554681403396,88.27688664632758,heritage
25.423317556464063,81.84544081894741,heritage
24.58438776360049,73.72731548631216,heritage
24.15255854161295,76.08625764538124,heritage
24.244872585502307,76.88919937294038,heritage
24.481029997684345,77.31449840096828,heritage
24.03874533765159,77.30231021099252,heritage
24.215242989232177,76.90775045914661,heritage
24.572236093000214,73.71606493338473,heritage
23.92985180585775,77.94052028995263,heritage
24.56894666610993,73.68571413702038,heritage
24.64329865842338,77.5593543230994,heritage
15.852100189943783,74.49105133154012,heritage
29.06248241280933,76.08860130527135,heritage
23.83035621869778,77.7215626635498,heritage
24.571574135669383,73.71182964075138,heritage
23.841625591878284,77.70766297213078,heritage
23.450320583400806,78.1098646962718,heritage
24.035638455859292,77.82792792883929,heritage
24.336224748385494,77.34710037482294,heritage
23.76279705992621,76.96915375942378,heritage
15.836674053109808,74.50214532506698,heritage
27.161025140853003,78.39568765378068,heritage
24.582862731388794,73.7046882790273,heritage
23.606216181856276,77.01624081509772,heritage
24.317379076803615,77.33972133547556,heritage
24.598529089853514,73.71027630643181,heritage
24.94855310752927,78.40210687692138,heritage
24.35708890304384,77.0609185912987,heritage
24.56413780184035,73.70438120120241,heritage
25.44470562633734,81.84732145857389,heritage
26.906629106368854,75.79348091028106,heritage
24.371307314865238,76.58625705354841,heritage
22.859696744970112,77.59520504801341,heritage
24.56067989724725,73.68259899210976,heritage
24.190571997847684,77.84202206424179,heritage
27.588546473594878,78.06510504193614,heritage
24.567987382256323,73.70185618948315,heritage
31.62935348327052,74.86585761645307,heritage
24.039509317814428,77.25205800529453,heritage
24.474416116765784,77.84192665751166,heritage
25.435969201061877,81.85835057155782,heritage
23.623281364597826,78.65953018238456,heritage
20.273675353132077,85.8348841214277,heritage
23.396195108053437,76.99042063357867,heritage
23.82359265175748,77.70531732716641,heritage
24.212605968325796,77.14511877638859,heritage
24.55854411366062,73.72420998888711,heritage
25.423643006462914,81.85412336137202,heritage
23.729740809640226,77.12638526569474,heritage
24.04460023134503,77.26407995033388,heritage
24.236300984433143,76.87886364984044,heritage
24.599530741908,73.70988116844622,heritage
27.602710261300505,78.0507268691174,heritage
24.335246928062233,77.35536310286462,heritage
24.14585500692364,76.11629319037904,heritage
22.290474047361528,70.78006679656646,heritage
23.81798265869626,77.9015571288875,heritage
23.470852010297445,77.68667449515632,heritage
24.570063525782267,73.6896277184416,heritage
31.64702765385588,74.87328472900636,heritage
24.583549607333484,73.71779089574473,heritage
26.641087385460374,74.77171414369543,desert
25.679211661233868,74.39756151308764,desert
26.96328895579083,73.89460336897278,desert
26.245278262026243,74.02485963960306,desert
25.978609838265854,73.96435063898544,desert
26.49369083377529,74.04479017167658,desert
26.91049007021553,75.77091918659156,desert
26.927914156021817,73.30915264756662,desert
27.46966909929396,74.54211607401794,desert
26.547828112350164,74.36027508996688,desert
25.827581026337285,75.56606470580094,desert
25.388618226250824,72.43295920374031,desert
26.12970703633431,74.5955240158469,desert
24.947200030578937,74.22933869537432,desert
25.386703718690327,72.42648365925564,desert
26.88790594174294,75.7583667275278,desert
26.233296669597475,74.03525294041081,desert
26.452674166739488,74.64244624330165,desert
26.84841382553841,74.42389712493564,desert
25.963858823894228,74.10613493122032,desert
26.903225758550853,75.794507887754,desert
26.02067261269335,75.19928969852808,desert
26.310081372089584,74.59185204138973,desert
26.14118459672821,74.26441960475415,desert
26.94248292149432,73.84953491535556,desert
26.625917758933962,75.18251924868846,desert
26.934832793017232,75.79419743789359,desert
26.209898852596933,73.16024314945729,desert
26.847901262986824,74.43668807015001,desert
26.536173562507845,74.79052364390141,desert
26.188049648558785,74.30249163871942,desert
26.450639668463825,74.65532185091902,desert
26.133922823026815,74.8579254964331,desert
25.395638691577453,75.32016879470679,desert
27.215811518573826,74.1697448239727,desert
26.132078511234276,74.13770021721757,desert
25.385363015693915,73.86895700520041,desert
26.774508795136956,74.16232841993686,desert
25.669312632134417,74.37574259428605,desert
25.926765595512066,74.54662880390879,desert
26.44221280179992,74.63041682247047,desert
25.403680531530267,75.32507652623212,desert
26.788670842285544,74.16703488299552,desert
26.862581000549138,74.43535284417312,desert
26.45736217738902,74.6405707415338,desert
26.205323065802727,74.69330643410692,desert
26.960773956972012,74.87999895851087,desert
26.44653237038961,74.65423959423238,desert
25.54383435914412,74.06519182681764,desert
26.63973189000394,75.18163979842888,desert
25.95417960610288,74.08749521245626,desert
26.174966111048732,74.31224976619548,desert
